你先把我们抢救一下//@M鹿M:拯救世界就靠你们了	未
你先请我们吃一顿再跳话疗生奇效！跳桥男子闻言果真不跳了要请客	未
你先起床 你室友先起床你小心翼翼地，轻手轻脚的，怕影响到他，，但他却旁若无人的，无所顾及的想怎么来就怎么来，走的时候摔门而出，进来的时候踹门而入。。。你让他们小声点，他们还说你娇气，但是一旦你吵了他们又会凶巴巴的，哎真的，舍友不是朋友，处得来是运气，处不来是常态。。。 你先起床 你室友先起床 舍友非朋友，处得来是运气，处不来是常态！	未
你克制一下你自己	未
你关心的个税专项附加扣除问题，税务总局都解答了	未
你关心的事儿都办了吗2018年湖州民生实事进入最后冲刺	未
你关心的产品质量怎么样？权威质量抽查结果来了！	未
你关心的社保这两个问题，记者帮你问了！	未
你关心的这两项重大民生工作，有了最新要求！	未
你关注的流感疫苗部分已到货！查询博罗接种门诊信息戳进来	未
你关注过汽车的翼子板吗---Fenderist Japan 2018	未
你其实一个 App 都不用装，教你一键做不用下载不占内存的桌面 App	未
你养我啊 微博视频	未
你养我长大，我抱你终老！近日，云南丽江永胜县，一张白发儿抱8旬瘫痪母看演出的照片被热传。母亲去年瘫痪后，儿子杨叶红专门回家照顾她，成了母亲的双脚没有刻意的摆拍，却充满暖暖的爱意！这简单一抱，胜过千言万语。天天正能量联合@春城晚报 奖励他的孝行，也愿天下儿女更懂得珍惜和陪伴！	未
你再不来，我要下雪了。	未
你再不来，我要下雪了	未
你再丧能丧得过丧图大神这组负能量新作把我看哭了	未
你再善良，这5种忙不要帮！切记！	未
你再善良，这5种忙不要帮，帮了就是害自己！	未
你再忍忍，我马上就要放弃你了	未
你再爱他，只要他对你动手了，就没留恋的必要了	未
你再说一遍，多少钱一瓶	未
你写PPT时，阿拉斯加的鳕鱼正跃出水面你看报表时，梅里雪山的金丝猴刚好爬上树尖。你挤进地铁时，西藏的山鹰一直盘旋云端你在会议中吵架时，尼泊尔的背包客一起端起酒杯坐在火堆旁。旅行：有一些穿高跟鞋走不到的路，有一些喷着香水闻不到的空气，有一些在写字楼里永远遇不见的人。[带着微博去旅行]	未
，你写的150万元的条子曝光了，上面还有你的签名！	未
你写的公式长度，出卖了你的Excel水平	未
你写论文时发现了哪些神网站	未
你写论文时发现了哪些神网站对于即将步入社会的毕业生来说，他们正处于水深火热的写论文阶段，正面对着对于文献资料的渴求。对于科研工作者而言，高效搜索文献是必备技能。如何进行信息检索和知识获取，掌握一套完善的信息检索和整理的体系还是非常重要的。首先，大家熟知的经典的权威性英文文献检索数据库包括 pubmed， Web of Science 等等中文文献数据库则为中国知网万方数据库等。然后，我再来推 荐几个文献检阅下载的网 站IData网址：网页链接类似于知网，可以让你搜索更多的内容而且还能下载，优点是文	未
你写论文时发现过哪些神网站	未
你写论文时发现过哪些神网站 Mark走备需成都分享	未
你冲脑袋上来一下我就承认怎么样	未
你准备好了吗广西人离5G又近一步	未
你准备靠近我的时候，一定一定不要辜负我，拜托了。	未
你几月出生，就是哪杯酒！（人生如酒）	未
