我来到泰安，做了一天泰安人	未
我来啦。车票和酒店都定好了，就差门票了 查看图片	未
我来回答：百草枯。//@植物人史军:有一个问题，百草枯我知道这个成分有毒，穿山甲鳞片有啥成分，说一个啊！//@癌症晚期替代疗法:建议不要拿穿山甲片的主要成分是角蛋白，类似人类的头发和指甲这种民科（伪科学）的话忽悠公众。百草枯除草剂喷洒液的主要成分还是水（99.9以上）呢，喝一杯试试	未
我来工作了	未
我来帮你at@韩东君ElvisHan	未
我来拆包裹啦@天才少年豌豆公主池 的一直播（下载App-gt网页链接）	未
我来拉低中奖率了！	未
我来拉你们进！稍等！！群里大家都忙着砍价	未
我来梳理一下近期安排哈，下午争取给大家来一发剧透21号今天是微博手账活动最后一天，抓紧抓紧22-23号糖皮全天在小基地/公号手账活动26号弹起来（产品不多一天就够）27号出链接出价格28号今年最后一期上新（全部不翻单）/糖皮希望工程随行人员山区之行一月10号小善大爱白菜活动。我决定了，周日晚上和你们约直播可能会是个很冷场很垮棚的直播	未
我来求一张图片是兔兔戴着草莓头套的我手机相册被我清空了现在到处找不到那张那是我冬天微信的御用头像 顺便说下夏天是西瓜头套	未
我来给大家划一下重点，嫌长的朋友直接看完第一段以后跳到最后一段看结论就ok！	未
我来给大家讲讲居住证是如何续签的去年，片区民警打电话给我说，现在政策好啦，只要打电话就可以给你续签了今年，片区民警打电话给我说，现在不行啦，我不能给你打电话就续办啦，你得自己去XXXX网点办我：要带什么民警：身份证就行了我：确定只要身份证吗民警：确定一定以及肯定 ...全文	未
我来自校园，我为无偿献血打call	未
我来说下我家年收入400万的一家三口开支。楼主老公的年收入在400万左右，但每年消费结余所剩无几，楼主列举了她家一年的消费，来观摩一下	未
我来请你们吃kfc大餐了！！没刷到的戳主页找找	未
我来蹭个流量，转发微博，抽送10台小米Play	未
我来还愿了	未
我枯了 大灯牌藏起来应该需要提前准备现场租赁可能会很凌乱	未
我枯了 这次真的羡慕叻//@大脸文-：我他妈也好想拥有的//@明娇娇_:都是什么神仙在谈恋爱 羡慕哭了	未
我柔每天被欺凌 我来守护	未
我校党委委员副校长桂小敏接受腾讯网记者专访	未
我校召开党委班子以案促改专题民主生活会	未
我根本什么也没有干，淘气值这一个月之内从3000多跌到799，大家说这是黑号了，这样的话还有救吗找客服小蜜有办法吗我既没有刷单，也没有干嘛呀	未
我梦见天上的恒星都爆炸熄灭了，留下很多张牙舞爪星云，天空中就降下来很多巨大的火流星，红色的白色的和蓝色的，它们掉进海洋里，巨大的蒸汽柱腾空而起，像白色的蘑菇云一样。海面上就渐渐浮起很多芹菜花一样成群的粉色和蓝色的气泡它们先是漂浮在海面上，然后腾空而起，托着柔软纤细的藤蔓，向着1万米高的地方不断生长。鸵鸟蛋那么大的奶头色细胞从芹菜花的华盖里飘散出来，越分裂越多，空气中开始弥漫起特殊的浓重香味似乎是乙酸乙酯。但此时的空气很难说还是空气，因为它的浮力大极了，恍惚如同在游泳池里行走，所有人都轻飘飘地踮	未
我横跨了半个中国来林州	未
我正在做一件很贵的事儿	未
我正在@克拉克拉KilaKila 和@秦祎墨 连麦互动，快来和我一起围观互怼吧 KilaKila:秦祎墨的直播间	未
我正在喜马直播听@Deereed_Radio 的直播， 网页链接	未
我正在思考一个比较严肃的问题，哥进军汽车领域，十有八九会成为汽车圈最牛逼的KOL，那车圈原来的KOL怎么办这对他们是不是太残忍了	未
我正在点通过还有谁没来人多的话考虑拉群	未
我正在看着你看着你	未
我正在看着你看着你目不转睛又到了一年一度的烂嘴角环节	未
我正常多了 查看图片 //@三吼君:回复@氪爆: 查看图片 //@氪爆: 查看图片	未
我死了别喊我 查看图片 //@李撕咬:我看行，那时候我应该玩够了 查看图片	未
我死了//@我想要一个尤克里里:哇哇哇！帅炸！//@蛊兔:今日份的心脏暴击	未
我死亡了//@春风十里_比你好:我之前快递名叫姓名号码，快递小哥找到我的快递问我：姓名号码我：姓名号码。快递小哥每次都好好笑。哈哈啊哈哈哈哈	未
我，死活都不要出门，太冷了，今天最低温度零下十三度哦	未
我，残疾人，打钱。 大连身边事大连爆料	未
我//@段子楼 :做人难啊（最后是真的//@白猫_Rd ：有道理//@-GeZBnn ://@-Mukadasss- ://@Xieadev- :转发微博	未
我母上说 小华冬眠了 估计也就跨年出来一下吧我真的怀疑她是不是进了什么亲妈群怎么给小华安排的明明白白	未
我每一个觉得自己成长的瞬间，都是一个人哭完擦掉眼泪，然后不被任何人发现的回归到正常的那一刻	未
我每售出一份保单，街头就会少一个跪地的家人，就会少一份卑微的众筹...	未
我每天中午晚上休息时，定闹钟都要反复看，不停确定十次左右，也尝试过控制自己，但还是没有安全感，害怕闹钟不响上班会迟到求问大家有没有好的办法（解决这个问题）成都爆料	未
我每天发的，丧的多还是正能量多	未
我每天很忙，已阅。	未
我每天都在不停切换线路中疯狂骂街//@RockyRaccoon://@邓肯妹:给设置各种障碍久而久之就懒得弄了，比如遇到问题没几个会真的去打政府热线举报投诉，因为潜意识默认很麻烦或解决不了，公民意识就是被坏官僚消磨掉的。//@四寵阿姨 :這些都還正常心理，變成牆是為我好真的理解無能。	未
我每天都想把朋友从家里赶出去  深圳青年行为指南	未
我每年到底要来这个密集恐惧症机场几次哦 关注我久的有没有发现广东是我第二个追星之家了 深圳  深圳宝安国际机场	未
我每次乘坐日系车的时候，都有点提心吊胆。不知道国家能不能表个态，为了交通安全，限购日系车	未
我每次在小区溜达，看到的外卖员无一不是在奔跑的，真的很拼	未
我比他们好多了	未
我气死了我为啥没投个少数民族胎，长得像个黑熊精一样，人的物种都没算进去。	未
我气死了 谁举报我谁司马哈	未
我气的不知道说什么好，没掉牙你说的是个屁呢验伤报告现在经过悠花律师同意，现在发布出来你们的备忘录可以开始写了翻译我也附上	未
我永远不讨厌互联网，真的。这里的大部分人给了我很多的爱和温暖，还有善意，有过无数人建议我把玩小号精力放在大号，说可以赚更多钱。我也认为提醒一句19年钱不好赚别乱花钱无论怎样都是出于善意，我没错。对那些时刻盯着我的人说一句，我不会说错话的，我知道你们恨我，我不会说可以让你们截图黑的到我的话。希望尽量别来打扰这里	未
我求我自己//@ABCDHHT:我也是！！！对不熟的人怎么样都不会 碰到亲近的人就随时爆炸脾气暴躁 我本人了	未
我 沉默了....	未
我沙雕了，没注意图片最后有个二维码，浏览量被限流了，刚花了3000多买了个粉丝头条都没用，而且买了头条后微博就不支持编辑了，真的是肉疼。	未
我没了 微博视频	未
我没动过，不表示公司没动过。	未
我没印子 但我的jio趾头被它割破过//@一点茄子酱:操 哪个女孩子jio背上没有被它勒出过印子//@歌且行风长吟:我没有哈哈哈哈哈哈//@Selenium__:勒jio//@Bay_Test: 这个万恶之源让我小时候一直以为灰姑娘就是穿着它去跳的舞//@热情布丁专送员:小时候的最爱	未
我没奔驰，是真的穷。	未
我没更新	未
我没更新说更新对手比赛集锦湖人下场不是勇士你才闲的蛋疼吧自己微博不看做个键盘侠 查看图片 //@繁先生666:你是不是闲的蛋疼	未
我没有。。。	未
我没有不开心 也没有哭	未
我，没有假心机，只有真情义！	未
